Bad-ID,Badtyp,Name,Straße,Postleitzahl,Ort,Ansprechpartner,Telefon,E-Mail-Adresse,Webseite,Gemeindekennzahl,Längengrad,Breitengrad,"Ganzjährig geöffnet","Beginn der Sommerzeit","Ende der Sommerzeit","Beginn der Winterzeit","Ende der Winterzeit",Baujahr,"Baukosten bei Fertigstellung","Währung der Baukosten","Baukosten heute (Euro)",Eigentümer,"Name des Eigentümers",Betreiber,"Name des Betreibers",Eigentümer-Risiko,Betreiber-Risiko,Besucher,"Eintritt Erwachsene","Ermäßigung Kind","Ermäßigung Familie","Ermäßigung Behinderte","Ermäßigung Senioren",Frühtarif,Abendtarif,Schulsport,"ÖPNV Strecke","ÖPNV <500m","PKW Parkplätze","Fahrrad Parkplätze","Behinderten Parkplätze",E-Ladestationen,"Gegenstrom Anlage",Schwimmwanderkanal,"10m Sprungturm","7,5m Sprungturm","5m Sprungturm","3m Sprungturm","3m Sprungbrett","1m Sprungbrett",Großrutsche,Kinderrutsche,"Separates Rutschbecken",Restaurant,Bistro,Essensautomat,"Bewirtung für Badegäste","Bewirtung öffentlich","Sportangebot an Land","Fläche Umkleide","Anzahl Sammelumkleiden","Anzahl Einzelumkleiden","Anzahl Spinde","Rollstuhl Stellplätze","Unterfahrbarer Waschtisch","Breite Liegen","Extra große Spinde","Barrierefreiheit Sonstiges","Kursraum ohne Geräte","Ausstattung Kursraum","Kursraum mit Geräten","Geräte Kursraum","Liegewiese Größe","Spielfläche Größe",einrichtung_spielflaeche,"Spielplatz Größe","Spielplatz Geräte","Beachfeld Größe",FKK-Fläche,"Installierte Fitnessgeräte","Sonstige Freiflächen","Sauna Fläche","Anzahl Saunen","Anzahl Solarien","Anzahl Massagen",Poollifter,"Barrierefreie Rutsche","Wasserabwesender Rollstuhl","Breite Gänge","Taktiles Leitsystem","Optische und akustische Anzeigen","Manuelles Kassensystem","Automatisches Kassensystem","Anlage dauerhaft geschlossen","Schließung Begründung","Anlage temporär geschlossen",Schließdatum,"Einschränkung Schwimmbetrieb","Einschränkungen Beschreibung","Einschränkung Funktion","Einschränkungen Funktion Beschreibung",WLAN,"Öffentliches Wlan",Mobilfunkstandard,"Badebetrieb neben Wettkampf","Energieeffiziente Maßnahmen","Zusätzliche Angebote","Nutzung durch Vereine","Nutzung durch Schulen","Nutzung durch Bürger","Nutzung durch Firmen","Nutzung durch VHS","Kommerzielle Nutzung","Sonstige Nutzer","Anteil Vereine","Anteil Schulen","Anteil Bürger","Anteil Firmen","Anteil VHS","Anteil Kommerzielle Nutzung","Anteil Sonstige Nutzer",Stundentarif,"Sonstige Tarife","Sonstige Sprungbretter",Startblöcke,"Anzahl Startblöcke",Kommentar,Öffnungsdatum,"Wettkampftauglichkeit Schwimmen","Wettkampftauglichkeit Wasserball","Wettkampftauglichkeit Springen","Wettkampftauglichkeit Rettungsschwimmen","Wettkampftauglichkeit Synchronschwimmen","Wettkampftauglichkeit Tauchen","Badpate vorhanden",Erweiterungen,Sanierungen,Förderungen
53,Freibad,"Freibad Neheim","Jahnalle 47",59757,Arnsberg,,,,www.freibad-neheim.com,05958004,7.95327,51.44479,nein,,,,,,,,,"Gemeinde oder Stadt","Stadt Arnsberg",Zweckverband,"Fördervereins Freibad Neheim e.V. und NASS - Neues Freizeitbad Arnsberg GmbH und Stadt Arnsberg",,,,4.8,ja,nein,nein,nein,nein,ja,nein,,,,,,,nein,nein,nein,nein,nein,ja,nein,ja,ja,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,ja,8,,,,,,,,,nein,,,
54,Hallenbad,"Hallenbad Attendorn","Südwall 84",57439,Attendorn,"Torsten Krull (Betriebsleiter)","02722 4600",info@hallenbad-attendorn.de,www.hallenbad-attendorn.de,05966004,7.90438,51.12416,ja,,,,,,,,,Stadtwerke,"Stadtwerke Attendorn GmbH",Stadtwerke,"Stadtwerke Attendorn GmbH",,,,3.5,ja,nein,nein,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,ja,nein,ja,nein,ja,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,ja,4,,,,,,,,,nein,,,
55,Kombibad,Rothaarbad,"Am Sportfeld 3",57319,"Bad Berleburg",,"02751 923130",info@rothaarbad.de,www.rothaarbad.de,05970004,8.38128,51.04217,ja,,,,,,,,,"Gemeinde oder Stadt","Stadt Bad Berleburg","Gemeinde oder Stadt","Stadt Bad Berleburg",,,,5.5,ja,ja,ja,nein,ja,ja,nein,,,,,,,nein,nein,nein,nein,ja,ja,nein,ja,nein,,,nein,ja,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,ja,,,nein,,,,,,,,,,nein,,,
56,Freibad,"Freizeitbad Bad Driburg","Brunnenstraße 32",33014,"Bad Driburg","Rainer Suhr","05253 881800",rainer.suhr@bad-driburg.de,www.bad-driburg.de,05762004,9.04056,51.73441,nein,,,,,,,,,"Gemeinde oder Stadt","Bad Driburg",Stadtwerke,"Stadtwerke Bad Driburg",,,,3,ja,nein,ja,nein,nein,nein,nein,,,,,,,nein,ja,nein,nein,nein,ja,nein,ja,ja,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,,,,,,,,,,,nein,,,
57,Freibad,"Eggefreibad Neuenheerse",Feriendorf,33014,"Bad Driburg","Rainer Suhr","05253 881800",rainer.suhr@bad-driburg.de,www.bad-driburg.de/de/stadt/baeder/,05762004,8.99359,51.66984,nein,Mai,,,,,,,,"Gemeinde oder Stadt","Stadt Bad Driburg","Gemeinde oder Stadt","Stadt Bad Driburg",,,,2,ja,nein,ja,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,,,,,,,,,,,nein,,,
58,Freizeitbad,"Driburg Therme GmbH","Georg-Nave-Straße 24",33014,"Bad Driburg",,"05253 70116",info@driburg-therme.de,www.driburg-therme.de,05762004,9.02642,51.74233,ja,,,,,,,,,Genossenschaften,"Driburg Therme GmbH",Genossenschaften,"Driburg Therme GmbH",,,,12.5,ja,ja,ja,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,ja,,,nein,,,,,,,,,,nein,,,
59,Freizeitbad,"Freizeitbad Brunsbüttel","Am Freizeitbad 2",25541,Brunsbüttel,,"04852 940450",info@freizeitbad-brunsbuettel.de,www.freizeitbad-brunsbuettel.de/index.php,01051011,9.13297,53.89904,,Mai,September,September,Mai,,,,,,,,,,,,4.8,ja,ja,ja,ja,ja,ja,nein,,nein,,,,,,,,,,,,,,,,ja,ja,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,280,,2,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,nein,,,
61,Freibad,"Freibad Grafenwerth","Insel Grafenwerth",53604,"Bad Honnef","Hans-Joachim Lampe-Booms","02224 9013717",info@bad-honnefer-baeder.de,www.bad-honnefer-baeder.de,05382008,7.21541,50.63813,ja,,,,,,,,,"Gemeinde oder Stadt","Bad Honnef","Gemeinde oder Stadt","Bad Honnef",,,,4,ja,nein,ja,nein,ja,ja,nein,,,,,,,nein,nein,nein,nein,nein,ja,nein,ja,ja,ja,nein,ja,,,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,ja,,,,,,,,,,nein,,,
62,Freibad,"Wabach-Bad Bad Laasphe","Gennernbach 38",57334,"Bad Laasphe",,"02752 9472",post@bad-laasphe.de,www.stadt-badlaasphe.de/rund-um-die-stadt/sport-und-freizeit/freibaeder/wabach-bad.html,05970028,8.40866,50.91863,nein,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,nein,ja,nein,nein,nein,ja,nein,ja,ja,,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,ja,6,,,,,,,,,nein,,,
63,Freibad,"Freibad Hesselbach","Hesselbacher Straße 2a",57334,"Bad Laasphe","Volker Gerhardt","02752 5086750",info@freibad-hesselbach.de,www.freibad-hesselbach.de,05970028,8.35989,50.88529,nein,,,,,1987,,,,,,Verein,"SV Oberes Banfetal e.V.",,,10000000,2.5,ja,nein,,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwerkrafttrainer,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,,,,,,,,,,,ja,,,
64,Freizeitbad,Westfalen-Therme,"Schwimmbadstraße 14",33175,"Bad Lippspringe",,"05252 9640",rezeption@westfalen-therme.de,www.westfalen-therme.de,05774008,8.82349,51.79202,ja,,,,,,,,,Genossenschaften,"Westfalen-Therme GmbH & Co. KG",Genossenschaften,"Westfalen-Therme GmbH & Co. KG",,,,18,ja,ja,ja,nein,nein,nein,nein,,,,,,,nein,ja,nein,nein,ja,ja,nein,ja,ja,ja,nein,,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,ja,,,,,,,,,,,,,nein,,,
65,Freibad,"Freibad Feudingen","Auf den Weierhöfen 13",57334,"Bad Laasphe - Feudingen",,"02754 8123",info@freibad-feudingen.de,www.freibad-feudingen.de/,05970028,8.32442,50.93893,nein,,,,,,,,,,,Zweckverband,"Förderverein Freibad Feudingen e.V.",,,,3,ja,ja,ja,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,ja,nein,ja,ja,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,,,,,,,,,,,nein,,,
66,Freizeitbad,Eifelbad,"Dr.-Greve-Straße 16",53902,"Bad Münstereifel",,"02253 542450",info@bad-muenstereifel.de,www.bad-muenstereifel.de/tourismus-freizeit/freizeit-familienangebote/eifelbad/,05366004,6.76481,50.54575,ja,,,,,,,,,"Gemeinde oder Stadt","Bad Münstereifel","Gemeinde oder Stadt","Bad Münstereifel",,,,6.4,ja,ja,ja,nein,nein,ja,nein,,,,,,,nein,nein,nein,nein,nein,ja,nein,ja,ja,ja,ja,nein,ja,,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,ja,,,ja,5,,,,,,,,,nein,,,
68,Freibad,"Freibad Sielbad","Kanalstraße 1",32547,"Bad Oeynhausen",,"05731 20591",info@stadtwerke-badoeynhausen.de,www.stadtwerke-badoeynhausen.de/de/Baeder,05770004,8.79885,52.20648,nein,Mai,September,,,,,,,Stadtwerke,"Stadtwerke Bad Oeynhausen",Stadtwerke,"Stadtwerke Bad Oeynhausen",,,,3.5,ja,nein,ja,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,ja,ja,nein,ja,nein,ja,nein,,ja,,ja,,"Beachvolleyballfeld, Basketballkorb, Fußballtore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,ja,,,,,,,,,,,,nein,,,ja,7,,2022-07-20,,,,,,,nein,,,
69,Freibad,"Freibad Lohe","Loher Straße 30",32545,"Bad Oeynhausen",,"05731 92434",info@stadtwerke-badoeynhausen.de,www.stadtwerke-badoeynhausen.de/de/Baeder,05770004,8.79135,52.17724,nein,Mai,September,,,,,,,Stadtwerke,"Stadtwerke Bad Oeynhausen",Stadtwerke,"Stadtwerke Bad Oeynhausen",,,,3.5,ja,nein,ja,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,ja,nein,ja,nein,ja,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,ja,,,,,,,,,,,,nein,,,ja,6,,,,,,,,,nein,,,
70,Freizeitbad,"Bali Therme","Morsbachallee 5",32545,"Bad Oeynhausen",,"05731 30530",info@balitherme.de,www.balitherme.de,05770004,8.79444,52.19764,ja,,,,,,,,,Genossenschaften,"Bali Therme GmbH",Genossenschaften,"Bali Therme GmbH",,,,16.5,ja,ja,ja,nein,nein,nein,nein,,,,,,,nein,ja,nein,nein,nein,nein,nein,nein,nein,nein,,ja,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,ja,,,nein,,,,,,,,,,nein,,,
71,Freibad,Bega-Bad,"Begakamp 10",32105,"Bad Salzuflen",,"05222 50176",schuleundsport@bad-salzuflen.de,www.stadt-bad-salzuflen.de/freizeit-sport-kultur/sport-und-baeder/freibad-bega-bad.html,05766008,8.74258,52.07831,nein,,,,,,,,,"Gemeinde oder Stadt","Stadt Bad Salzuflen","Gemeinde oder Stadt","Stadt Bad Salzuflen",,,,4,ja,nein,ja,nein,nein,nein,nein,,,,,,,nein,ja,nein,nein,ja,ja,nein,ja,ja,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,ja,5,,,,,,,,,nein,,,
72,Freizeitbad,"VitaSol Therme","Extersche Straße 42",32105,"Bad Salzuflen",,"05222 807540",info@vitasol.de,www.vitasol.de,05766008,8.75241,52.09579,ja,,,,,,,,,Genossenschaften,"VitaSol Therme GmbH",Genossenschaften,"VitaSol Therme GmbH",,,,21,ja,nein,ja,nein,nein,nein,nein,,,,,,,nein,ja,nein,nein,nein,nein,nein,nein,nein,nein,,ja,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
73,Hallenbad,"Hallenbad Lohfeld","Wasserfuhr 25e",32108,"Bad Salzuflen",,"05222 952616",schuleundsport@bad-salzuflen.de,www.stadt-bad-salzuflen.de/freizeit-sport-kultur/sport-und-baeder/hallenbad-lohfeld.html,05766008,8.76356,52.07718,,,,September,Mai,,,,,Stadtwerke,"Stadtwerke Bad Salzuflen",Stadtwerke,"Stadtwerke Bad Salzuflen",,,,4,ja,nein,ja,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,ja,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,ja,"Um- und Anbau ab 05/2021",,,,,,,,,ja,,,,,,,,,,,,nein,,,ja,5,,,,,,,,,nein,"Erweiterung Babybecken ab 05/2021","Um- und Anbau ab 05/2021",
74,Freizeitbad,"Thermalbad Bad Sassendorf","Gartenstraße 26",59505,"Bad Sassendorf",,"02921 5014600",soletherme@badsassendorf.de,www.soletherme-badsassendorf.de,05974008,8.16623,51.59092,ja,,,,,,,,,Genossenschaften,"Thermalbad Bad Sassendorf GmbH",Genossenschaften,"Thermalbad Bad Sassendorf GmbH",,,,8,ja,nein,nein,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,,,,ja,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,,,,,,,,,,,nein,,,
75,Kombibad,"Waldschwimmbad Bad Wünnenberg","In den Erlen 31",33181,"Bad Wünnenberg",,"02953 340",waldschwimmbad@bad-wuennenberg.de,www.bad-wuennenberg.de/stadtportraet/Frei-_und_Hallenbad.php,05774040,8.70347,51.51502,ja,Mai,September,,,,,,,"Gemeinde oder Stadt","Stadt Bad Wünnenberg","Gemeinde oder Stadt","Stadt Bad Wünnenberg",,,,3,ja,nein,ja,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,ja,nein,ja,ja,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,,,ja,3,,,,,,,,,nein,,,
76,Hallenbad,"Freizeitbad Baesweiler","Parkstraße 102",52499,Baesweiler,,,,www.baesweiler.de/freizeitbad.html,05334008,6.19156,50.90817,ja,,,,,,,,,"Gemeinde oder Stadt","Stadt Baesweiler","Gemeinde oder Stadt","Stadt Baesweiler",,,,,,,,,,,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
77,Hallenbad,"Städtisches Hallenbad Balve","In der Murmke 9",58802,Balve,,"02375 2620",,www.balve.de/bildung-und-freizeit/hallenbad/,05962008,7.86915,51.32688,ja,,,,,,,,,"Gemeinde oder Stadt","Stadt Balve","Gemeinde oder Stadt","Stadt Balve",,,,2.5,ja,nein,nein,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,,,,nein,,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,,,,,,,,,,,,,nein,,,
79,Freibad,"Freibad Beckum","Dalmerweg 44",59269,Beckum,"Cornelia Becker","02521 950362",becker@beckum.de,www.beckum.de/de/freizeit/baeder/freibad-beckum.html,05570008,8.03571,51.75086,nein,,,,,,,,,"Gemeinde oder Stadt","Stadt Beckum","Gemeinde oder Stadt","Stadt Beckum",,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,ja,ja,nein,ja,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,ja,8,,,,,,,,,nein,,,
80,Freibad,"Freibad Neubeckum","Graf-Galen-Straße 122",59269,Beckum,"Cornelia Becker","02525 2962",becker@beckum.de,www.beckum.de/de/freizeit/baeder/freibad-neubeckum.html,05570008,8.04428,51.80453,nein,,,,,,,,,"Gemeinde oder Stadt","Stadt Beckum","Gemeinde oder Stadt","Stadt Beckum",,,,3.5,ja,nein,ja,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,ja,nein,ja,ja,ja,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,ja,,,,,,,,,,,,nein,,,ja,,,,,,,,,,nein,,,
81,Hallenbad,"Hallenbad Beckum","Paterweg 4",59269,Beckum,"Cornelia Becker","02521 950361",becker@beckum.de,www.beckum.de/de/freizeit/baeder/hallenbad-beckum.html,05570008,8.03454,51.7515,nein,,,,,,,,,"Gemeinde oder Stadt","Stadt Beckum","Gemeinde oder Stadt","Stadt Beckum",,,,3.5,ja,nein,ja,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,,,ja,4,,,,,,,,,nein,,,
82,Freibad,"Bedburger Freibad","Erftstraße 15",50181,Bedburg,,"02272 4327",stadtverwaltung@bedburg,www.bedburg.de/Relaunch-2017-Folgeseiten/Dienstleistungen/mobil-Buergerservice-Vorgang-Detail/Freibad.html?,05362004,6.57363,50.99671,nein,Juni,,,,,,,,"Gemeinde oder Stadt","Stadt Bedburg","Gemeinde oder Stadt","Stadt Bedburg",,,,5,ja,ja,ja,nein,nein,ja,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,ja,6,,,,,,,,,nein,,,
83,Hallenbad,"Hallenschwimmbad BedburgerNass","Rosendaler Weg 10 a",47551,Bedburg-Hau,,"02821 60090",nienhuys@bedburgernass.de,www.bedburgernass.de,05154004,6.18961,51.76181,ja,,,,,1976,,,,,"Gemeinde Bedburg-Hau",,"Gemeinde Bedburg-Hau",,,,3.5,ja,nein,nein,nein,nein,nein,nein,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,,,ja,4,,,,,,,,,nein,,,
84,Kombibad,"Oleanderbad Quadrath-Ichendorf","Auf der Helle 32",50127,Bergheim,,"02271 79080",,www.bm-schwimmpool.de/index.php/baeder/oleanderbad-quadrath-ichendorf,05362008,6.68115,50.93485,ja,Mai,,,,,,,,,,Verein,"Bergheimer Schwimmpool e.V.",,,,5,ja,ja,ja,nein,ja,ja,nein,,,,,,,nein,nein,nein,nein,nein,ja,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,,,ja,6,,,,,,,,,nein,,,
85,Hallenbad,"Fortunabad Oberaußem","Brieystraße 1",50129,Bergheim,,"02271 52597",ralf.steffen@bm-schwimmpool.de,www.bm-schwimmpool.de/,05362008,6.67581,50.97839,ja,,,,,,,,,,,Verein,"Bergheimer Schwimmpool e.V.",,,,2.5,ja,nein,ja,nein,ja,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,ja,ja,nein,nein,,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
86,Hallenbad,"Sportparkbad Bergheim","Sportparkstraße 1",50126,Bergheim,,"02271 63792",ralf.steffen@bm-schwimmpool.de,www.bm-schwimmpool.de/,05362008,6.63604,50.94287,ja,,,,,,,,,,,Verein,"Bergheimer Schwimmpool e.V.",,,,2.5,ja,nein,ja,nein,ja,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,,,ja,6,,,,,,,,,nein,,,
87,Kombibad,"Kombibad Paffrath","Borngasse 2",51469,"Bergisch Gladbach",,"02202 53344",info@baeder-gl.de,www.baeder-gl.de/kombibad-paffrath/,05378004,7.08821,50.99902,ja,,,,,,,,,Genossenschaften,"Bäderbetriebsgesellschaft Bergisch Gladbach mbH",Genossenschaften,"Bäderbetriebsgesellschaft Bergisch Gladbach mbH",,,,5.9,ja,nein,nein,nein,ja,ja,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,nein,nein,ja,,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,,,,ja,6,,,,,,,,,nein,,,
88,Hallenbad,"Hallenbad Stadtmitte","Hans-Zanders-Straße 20",51465,"Bergisch Gladbach",,"02202 36650",,www.bergischgladbach.de/hallenbad-stadtmitte--hans-zanders-bad-.aspx,05378004,7.13352,50.98766,ja,,,,,1914,,,,Genossenschaften,"Bädergesellschaft der Stadt mbH",Genossenschaften,"Bädergesellschaft der Stadt mbH",,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,nein,,,,,50,50,,,,,,,,,,,,,,,,,,,nein,,,
89,Freizeitbad,Mediterana,"Saaler Mühle 1",51429,"Bergisch Gladbach-Bensberg",,"02204 2020",info@mediterana.de,www.mediterana.de,05378004,7.13638,50.96527,ja,,,,,,,,,Genossenschaften,"Mediterana GmbH & Co. KG",Genossenschaften,"Mediterana GmbH & Co. KG",,,,18,nein,nein,nein,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,ja,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,ja,,,,,,,,,,,,,nein,,,
90,Freibad,"Freibad Milchborntal","Milchborntalweg 69",51429,"Bergisch Gladbach",,"02204 53955",info@baeder-gl.de,www.baeder-gl.de/milchborntal/,05378004,7.16089,50.9701,nein,,,,,,,,,Genossenschaften,"Bäderbetriebsgesellschaft Bergisch Gladbach mbH",Genossenschaften,"Bäderbetriebsgesellschaft Bergisch Gladbach mbH",,,,4.5,ja,ja,nein,nein,nein,ja,nein,,,,,,,nein,nein,nein,nein,nein,nein,ja,ja,nein,ja,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
91,Hallenbad,"Hallenbad Bergkamen","Am Stadion 3",59192,Bergkamen,,"02307 9783530",freizeit@gsw-kamen.de,www.gsw-freizeit.de/hallenbaeder/bergkamen,05978004,7.64375,51.61686,ja,,,,,,,,,Stadtwerke,"GSW Gemeinschaftsstadtwerke GmbH",Stadtwerke,"GSW Gemeinschaftsstadtwerke GmbH",,,,4.5,ja,nein,nein,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,ja,nein,ja,nein,nein,,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,,,ja,5,,,,,,,,,nein,,,
92,Hallenbad,"Hallenbad Kamen-Mitte","Gutenbergstraße 2",59174,Kamen,,"02307 9783510",freizeit@gsw-kamen.de,www.gsw-freizeit.de/hallenbaeder/kamen-mitte,05978020,7.6777,51.58898,nein,,,September,Mai,,,,,Stadtwerke,"GSW Gemeinschaftsstadtwerke GmbH",Stadtwerke,"GSW Gemeinschaftsstadtwerke GmbH",,,,4.5,ja,nein,nein,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,,,ja,6,,,,,,,,,nein,,,
